,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
195,195,196,"Freshly cut grass exuded a sweet, slightly tangy summer smell.",True,Freshly cut grass exuded a sweet slightly tangy summer smell,freshly cut grass exude sweet slightly tangy summer smell
196,196,197,The earthy aroma of mushrooms cooked in butter filled the skillet.,True,The earthy aroma of mushrooms cooked in butter filled the skillet,earthy aroma mushroom cook butter fill skillet
197,197,198,"A faint, salty ocean breeze carried a hint of seaweed.",True,A faint salty ocean breeze carried a hint of seaweed,faint salty ocean breeze carry hint seaweed
198,198,199,The acrid smell of burning tires filled the racetrack,True,The acrid smell of burning tires filled the racetrack,acrid smell burn tire fill racetrack
199,199,200,'92s pits.,True,'92s pits,pit
200,200,201,"The sweet, floral scent of cherry blossoms filled the park.",True,The sweet floral scent of cherry blossoms filled the park,sweet floral scent cherry blossom fill park
201,201,202,The smell of hot asphalt was overwhelming in the midday heat.,True,The smell of hot asphalt was overwhelming in the midday heat,smell hot asphalt overwhelming midday heat
202,202,203,"Warm molasses cookies carried a rich, spicy aroma through the house.",True,Warm molasses cookies carried a rich spicy aroma through the house,warm molasse cookie carry rich spicy aroma house
203,203,204,A faint smoky aroma lingered after extinguishing the scented candle.,True,A faint smoky aroma lingered after extinguishing the scented candle,faint smoky aroma linger extinguish scented candle
204,204,205,"The clean, sharp scent of eucalyptus filled the spa",True,The clean sharp scent of eucalyptus filled the spa,clean sharp scent eucalyptus fill spa
205,205,206,'92s steam room.,True,'92s steam room,steam room
206,206,207,"A salty, briny odor of clams rose from the simmering pot.",True,A salty briny odor of clams rose from the simmering pot,salty briny odor clam rise simmer pot
207,207,208,"The nutty, roasted scent of almonds wafted from the confectioner",True,The nutty roasted scent of almonds wafted from the confectioner,nutty roasted scent almond waft confectioner
208,208,209,'92s shop.,True,'92s shop,shop
209,209,210,A faintly metallic smell of rain filled the air before the storm.,True,A faintly metallic smell of rain filled the air before the storm,faintly metallic smell rain fill air storm
210,210,211,"The sweet, citrusy tang of tangerines perfumed the market stall.",True,The sweet citrus tang of tangerines perfumed the market stall,sweet citrus tang tangerine perfume market stall
211,211,212,"Burning wood released a nostalgic, smoky aroma into the crisp night air.",True,Burning wood released a nostalgic smoky aroma into the crisp night air,burn wood release nostalgic smoky aroma crisp night air
212,212,213,"The rich, chocolatey aroma of brownies baking spread through the house.",True,The rich chocolatey aroma of brownies baking spread through the house,rich chocolatey aroma brownie bake spread house
213,213,214,The spicy scent of cloves added warmth to the mulled wine.,True,The spicy scent of cloves added warmth to the mulled wine,spicy scent clove add warmth mull wine
214,214,215,"The sharp, piney smell of a Christmas tree filled the room.",True,The sharp piney smell of a Christmas tree filled the room,sharp piney smell tree fill room
215,215,216,"Freshly cut lemons released a tangy, zesty fragrance into the air.",True,Freshly cut lemons released a tangy zesty fragrance into the air,freshly cut lemon release tangy zesty fragrance air
216,216,217,The stale smell of old newspapers lingered in the dusty archive.,True,The stale smell of old newspapers lingered in the dusty archives,stale smell old newspaper linger dusty archive
217,217,218,The savory aroma of sizzling bacon wafted from the kitchen stove.,True,The savory aroma of sizzling bacon wafted from the kitchen stove,savory aroma sizzling bacon waft kitchen stove
218,218,219,A faint floral scent clung to the petals of wild roses.,True,A faint floral scent clung to the petals of wild roses,faint floral scent cling petal wild rose
219,219,220,"The earthy, nutty aroma of roasted chestnuts filled the winter market.",True,The earthy nutty aroma of roasted chestnuts filled the winter market,earthy nutty aroma roasted chestnut fill winter market
220,220,221,"A briny, salty ocean smell accompanied the sound of crashing waves.",True,A briny salty ocean smell accompanied the sound of crashing waves,briny salty ocean smell accompany sound crash wave
221,221,222,"The sweet, powdery smell of baby lotion reminded her of childhood.",True,The sweet powdery smell of baby lotion reminded her of childhood,sweet powdery smell baby lotion remind childhood
222,222,223,The pungent odor of garlic frying in oil filled the air.,True,The pungent odor of garlic frying in oil filled the air,pungent odor garlic frying oil fill air
223,223,224,A faint citrusy smell rose from the freshly cleaned countertops.,True,A faint citrus smell rose from the freshly cleaned countertops.,faint citrus smell rise freshly clean countertop
224,224,225,"The warm, spicy scent of gingerbread cookies permeated the holiday party.",True,The warm spicy scent of gingerbread cookies permeated the holiday party,warm spicy scent gingerbread cookie permeate holiday party
225,225,226,"The sharp, chemical smell of paint thinner lingered in the studio.",True,The sharp chemical smell of paint thinner lingered in the studio,sharp chemical smell paint thinner linger studio
226,226,227,"A smoky, leathery aroma came from the new leather-bound journal.",True,A smoky leathery aroma came from the new leather-bound journal,smoky leathery aroma come new leather bind journal
227,227,228,The sweet scent of strawberries blended with the tartness of rhubarb.,True,The sweet scent of strawberries blended with the tartness of rhubarb,sweet scent strawberry blend tartness rhubarb
228,228,229,"Fresh pine needles exuded a crisp, resinous aroma after the rain.",True,Fresh pine needles exuded a crisp resinous aroma after the rain,fresh pine needle exude crisp resinous aroma rain
229,229,230,The tangy smell of sourdough starter bubbled in the corner jar.,True,The tangy smell of sourdough starter bubbled in the corner jar,tangy smell sourdough starter bubble corner jar
230,230,231,The herbal scent of sage burning filled the meditation room.,True,The herbal scent of sage burning filled the meditation room,herbal scent sage burn fill meditation room
231,231,232,"A faintly sweet, nutty smell rose from the toasted sesame bagels.",True,A faintly sweet nutty smell rose from the toasted sesame bagels,faintly sweet nutty smell rise toasted sesame bagel
232,232,233,The strong odor of asphalt tar filled the hot summer construction site.,True,The strong odor of asphalt tar filled the hot summer construction site,strong odor asphalt tar fill hot summer construction site
233,233,234,The buttery scent of hollandaise sauce accompanied the steaming eggs Benedict.,True,The buttery scent of hollandaise sauce accompanied the steaming eggs benedict,buttery scent hollandaise sauce accompany steaming egg
234,234,235,A faintly fruity scent lingered in the glass of red wine.,True,A faintly fruity scent lingered in the glass of red wine,faintly fruity scent linger glass red wine
235,235,236,The acrid smell of burnt rubber accompanied the screeching of tires.,True,The acrid smell of burnt rubber accompanied the screeching of tires,acrid smell burn rubber accompany screeching tire
236,236,237,"A rich, vanilla-like aroma came from the freshly brewed chai tea.",True,A rich vanilla-like aroma came from the freshly brewed chair team,rich vanilla like aroma come freshly brew chair team
237,237,238,The earthy scent of damp wood chips filled the garden paths.,True,The earthy scent of damp wood chips filled the garden paths,earthy scent damp wood chip fill garden path
238,238,239,"A light, floral smell drifted from the blooming wisteria trellis.",True,A light floral smell drifted from the blooming wisteria trellis,light floral smell drift bloom wisteria trelli
239,239,240,"The strong, spicy smell of cinnamon sticks filled the festive kitchen.",True,The strong spicy smell of cinnamon sticks filled the festive kitchen,strong spicy smell cinnamon stick fill festive kitchen
240,240,241,"The cool, refreshing scent of peppermint filled the holiday gift shop.",True,The cool refreshing scent of peppermint filled the holiday gift shop,cool refreshing scent peppermint fill holiday gift shop
241,241,242,A faint metallic smell came from the old radiator in the corner.,True,A faint metallic smell came from the old radiator in the corner,faint metallic smell come old radiator corner
242,242,243,The sharp tang of blue cheese filled the deli's tasting area.,True,The sharp tang of blue cheese filled the deli's tasting area,sharp tang blue cheese fill deli tasting area
243,243,244,"A warm, nutty aroma of hazelnuts toasted in the oven lingered.",True,A warm nutty aroma of hazelnuts toasted in the oven lingered,warm nutty aroma hazelnut toast oven linger
244,244,245,"The sour, acidic smell of vinegar rose from the cleaning bucket.",True,The sour acidic smell of vinegar rose from the cleaning bucket,sour acidic smell vinegar rise cleaning bucket
245,245,246,"A faint, powdery lavender scent clung to the freshly laundered sheets.",True,A faint powdery lavender scent clung to the freshly laundered sheets,faint powdery lavender scent cling freshly launder sheet
246,246,247,"The rich, earthy smell of cocoa powder filled the pastry kitchen.",True,The rich earthy smell of cocoa powder filled the pastry kitchen,rich earthy smell cocoa powder fill pastry kitchen
247,247,248,A strong herbal aroma of rosemary infused the roasted vegetables.,True,A strong herbal aroma of rosemary infused the roasted vegetables,strong herbal aroma rosemary infuse roasted vegetable
248,248,249,"The sharp, pungent scent of ammonia hung in the air.",True,The sharp pungent scent of ammonia hung in the air,sharp pungent scent ammonia hang air
249,249,250,"The sweet, floral aroma of honeysuckle carried on the breeze.",True,The sweet floral aroma of honeysuckle carried on the breeze,sweet floral aroma honeysuckle carry breeze
250,250,251,The acrid smell of burnt wires filled the small electronics workshop.,True,The acrid smell of burnt wires filled the small electronics workshop,acrid smell burn wire fill small electronic workshop
