,phrases,identified_terms,positive_negative,positive_terms
203,"Freshly cut lemons released a tangy, zesty fragrance into the air.\","['Freshly', 'lemons', 'tangy,', 'zesty', 'fragrance', 'air.\\']",1.0,
204,The stale smell of old newspapers lingered in the dusty archive.\,"['stale', 'smell', 'old', 'newspapers', 'dusty', 'archive.\\']",1.0,
205,The savory aroma of sizzling bacon wafted from the kitchen stove.\,"['savory', 'aroma', 'sizzling', 'bacon', 'kitchen', 'stove.\\']",1.0,
206,A faint floral scent clung to the petals of wild roses.\,"['faint', 'floral', 'scent', 'petals', 'wild', 'roses.\\']",1.0,
207,"The earthy, nutty aroma of roasted chestnuts filled the winter market.\","['earthy,', 'nutty', 'aroma', 'roasted', 'chestnuts', 'winter', 'market.\\']",1.0,
208,"A briny, salty ocean smell accompanied the sound of crashing waves.\","['briny,', 'salty', 'ocean', 'smell', 'waves.\\']",1.0,
209,"The sweet, powdery smell of baby lotion reminded her of childhood.\","['sweet,', 'powdery', 'smell', 'baby', 'lotion', 'childhood.\\']",1.0,
210,The pungent odor of garlic frying in oil filled the air.\,"['pungent', 'odor', 'garlic', 'frying', 'oil', 'air.\\']",1.0,
211,A faint citrusy smell rose from the freshly cleaned countertops.\,"['faint', 'citrusy', 'smell']",1.0,
212,"The warm, spicy scent of gingerbread cookies permeated the holiday party.\","['warm,', 'spicy', 'scent', 'gingerbread', 'cookies']",1.0,
213,"The sharp, chemical smell of paint thinner lingered in the studio.\","['sharp,', 'chemical', 'smell', 'paint', 'thinner', 'studio.\\']",1.0,
214,"A smoky, leathery aroma came from the new leather-bound journal.\","['smoky,', 'leathery', 'aroma', 'leather-bound', 'journal.\\']",1.0,
215,The sweet scent of strawberries blended with the tartness of rhubarb.\,"['sweet', 'scent', 'strawberries', 'tartness', 'rhubarb.\\']",1.0,
216,"Fresh pine needles exuded a crisp, resinous aroma after the rain.\","['Fresh', 'pine', 'needles', 'crisp,', 'resinous', 'aroma', 'rain.\\']",1.0,
217,The tangy smell of sourdough starter bubbled in the corner jar.\,"['tangy', 'smell', 'sourdough', 'jar.\\']",1.0,
218,The herbal scent of sage burning filled the meditation room.\,"['herbal', 'scent', 'sage', 'burning', 'room.\\']",1.0,
219,"A faintly sweet, nutty smell rose from the toasted sesame bagels.\","['faintly', 'sweet,', 'nutty', 'smell', 'toasted', 'sesame', 'bagels.\\']",1.0,
220,The strong odor of asphalt tar filled the hot summer construction site.\,"['strong', 'odor', 'asphalt', 'tar', 'hot', 'construction', 'site.\\']",1.0,
221,The buttery scent of hollandaise sauce accompanied the steaming eggs Benedict.\,"['buttery', 'scent', 'hollandaise', 'sauce', 'steaming', 'eggs', 'Benedict.\\']",1.0,
222,A faintly fruity scent lingered in the glass of red wine.\,"['faintly', 'fruity', 'scent', 'red', 'wine.\\']",1.0,
223,The acrid smell of burnt rubber accompanied the screeching of tires.\,"['acrid', 'smell', 'burnt', 'rubber', 'tires.\\']",1.0,
224,"A rich, vanilla-like aroma came from the freshly brewed chai tea.\","['rich,', 'vanilla-like', 'aroma', 'freshly', 'brewed', 'chai', 'tea.\\']",1.0,
225,The earthy scent of damp wood chips filled the garden paths.\,"['earthy', 'scent', 'damp', 'wood', 'chips', 'garden']",1.0,
226,"A light, floral smell drifted from the blooming wisteria trellis.\","['light,', 'floral', 'smell', 'blooming', 'wisteria', 'trellis.\\']",1.0,
227,"The strong, spicy smell of cinnamon sticks filled the festive kitchen.\","['strong,', 'spicy', 'smell', 'cinnamon', 'sticks', 'kitchen.\\']",1.0,
228,"The cool, refreshing scent of peppermint filled the holiday gift shop.\","['cool,', 'refreshing', 'scent', 'peppermint', 'gift', 'shop.\\']",1.0,
229,A faint metallic smell came from the old radiator in the corner.\,"['faint', 'metallic', 'smell', 'old', 'radiator']",1.0,
230,The sharp tang of blue cheese filled the deli's tasting area.\,"['sharp', 'tang', 'blue', 'cheese', ""deli's""]",1.0,
231,"A warm, nutty aroma of hazelnuts toasted in the oven lingered.\","['warm,', 'nutty', 'aroma', 'hazelnuts', 'toasted', 'oven']",1.0,
232,"The sour, acidic smell of vinegar rose from the cleaning bucket.\","['sour,', 'acidic', 'smell', 'vinegar', 'cleaning', 'bucket.\\']",1.0,
233,"A faint, powdery lavender scent clung to the freshly laundered sheets.\","['faint,', 'powdery', 'lavender', 'scent', 'freshly', 'laundered', 'sheets.\\']",1.0,
234,"The rich, earthy smell of cocoa powder filled the pastry kitchen.\","['rich,', 'earthy', 'smell', 'cocoa', 'powder', 'pastry', 'kitchen.\\']",1.0,
235,A strong herbal aroma of rosemary infused the roasted vegetables.\,"['strong', 'herbal', 'aroma', 'rosemary', 'roasted', 'vegetables.\\']",1.0,
236,"The sharp, pungent scent of ammonia hung in the air.\","['sharp,', 'pungent', 'scent', 'ammonia', 'air.\\']",1.0,
237,"The sweet, floral aroma of honeysuckle carried on the breeze.\","['sweet,', 'floral', 'aroma', 'honeysuckle', 'breeze.\\']",1.0,
238,The acrid smell of burnt wires filled the small electronics workshop.\,"['acrid', 'smell', 'burnt', 'wires', 'electronics', 'workshop.\\']",1.0,
239,"A faint, musty smell of damp stone rose from the cellar.\","['faint,', 'musty', 'smell', 'damp', 'stone', 'cellar.\\']",1.0,
240,"The tangy, sweet scent of mangoes filled the tropical fruit market.\","['tangy,', 'sweet', 'scent', 'mangoes', 'tropical', 'fruit', 'market.\\']",1.0,
241,Freshly cut eucalyptus branches filled the room with their refreshing scent.\,"['Freshly', 'cut', 'eucalyptus', 'branches', 'room', 'refreshing', 'scent.\\']",1.0,
242,"A faint, spicy aroma of black pepper lingered on the cutting board.\","['faint,', 'spicy', 'aroma', 'black', 'pepper', 'cutting', 'board.\\']",1.0,
243,"The strong, savory smell of soy sauce permeated the bustling kitchen.\","['strong,', 'savory', 'smell', 'soy', 'sauce', 'permeated', 'bustling', 'kitchen.\\']",1.0,
244,The metallic scent of copper coins clung to her hands.\,"['metallic', 'scent', 'copper', 'coins', 'hands.\\']",1.0,
245,"The warm, nutty aroma of toasted walnuts filled the bakery\'92s air.\","['warm,', 'nutty', 'aroma', 'toasted', 'walnuts', ""bakery\\'92s"", 'air.\\']",1.0,
246,"The sharp, citrusy smell of grapefruit cleaner brightened the morning chores.\","['sharp,', 'citrusy', 'smell', 'grapefruit']",1.0,
247,"The rich, creamy scent of melted chocolate rose from the fondue pot.\","['rich,', 'creamy', 'scent', 'melted', 'chocolate', 'fondue', 'pot.\\']",1.0,
248,The earthy smell of wet clay filled the pottery studio.\,"['earthy', 'smell', 'wet', 'clay', 'pottery', 'studio.\\']",1.0,
249,"A faint, salty smell accompanied the crisp breeze off the lake.\","['faint,', 'salty', 'smell', 'crisp', 'breeze', 'lake.\\']",1.0,
250,"The sharp, peppery scent of arugula rose from the salad bowl.\","['sharp,', 'peppery', 'scent', 'arugula', 'salad', 'bowl.\\']",1.0,
251,A faintly sweet smell of maple syrup lingered on the pancakes.\,"['faintly', 'sweet', 'smell', 'maple', 'syrup', 'lingered', 'pancakes.\\']",1.0,
252,"The musky, warm aroma of sandalwood oil filled the yoga studio.\","['musky,', 'warm', 'aroma', 'sandalwood', 'oil', 'yoga', 'studio.\\']",1.0,
253,"Freshly fallen leaves released a crisp, earthy scent in the air.\","['fallen', 'leaves', 'crisp,', 'earthy', 'scent', 'air.\\']",1.0,
254,The metallic odor of blood filled the sterile hospital room.\,"['metallic', 'odor', 'blood', 'sterile', 'hospital', 'room.\\']",1.0,
255,The delicate floral smell of orchids brightened the greenhouse interior.\,"['delicate', 'floral', 'smell', 'orchids', 'greenhouse', 'interior.\\']",1.0,
256,A faint burnt sugar aroma came from the caramelized cr\'e8me br\'fbl\'e9e topping.\,"['faint', 'burnt', 'sugar', 'aroma', 'caramelized', ""cr\\'e8me"", ""br\\'fbl\\'e9e"", 'topping.\\']",1.0,
257,"The sharp, acidic smell of cleaning spray filled the kitchen.\","['sharp,', 'acidic', 'smell', 'cleaning', 'spray', 'kitchen.\\']",1.0,
258,"The warm, spicy scent of cumin seasoned the simmering stew.\","['warm,', 'spicy', 'scent', 'cumin', 'stew.\\']",1.0,
259,"A faint, powdery scent of talcum rose from the antique vanity.\","['faint,', 'powdery', 'scent', 'talcum', 'antique', 'vanity.\\']",1.0,
260,"The earthy, rich smell of potting soil filled the nursery.\","['earthy,', 'rich', 'potting', 'soil', 'nursery.\\']",1.0,
261,A faint chocolate aroma clung to the bakery\'92s storefront window.\,"['faint', 'chocolate', 'aroma', ""bakery\\'92s"", 'storefront']",1.0,
262,"The sharp, herbal smell of oregano wafted from the pizza oven.\","['sharp,', 'herbal', 'smell', 'oregano', 'pizza', 'oven.\\']",1.0,
263,"The pungent, sour smell of pickled cabbage filled the fermentation jar.\","['pungent,', 'sour', 'smell', 'pickled', 'cabbage', 'fermentation', 'jar.\\']",1.0,
264,"The sweet, fruity scent of ripe peaches perfumed the summer market.\","['sweet,', 'fruity', 'scent', 'ripe', 'peaches', 'perfumed', 'summer', 'market.\\']",1.0,
265,"The fresh, herbal scent of parsley brightened the kitchen air.\","['fresh,', 'herbal', 'scent', 'parsley', 'kitchen', 'air.\\']",1.0,
266,A faint smoky smell clung to her coat after the bonfire.\,"['faint', 'smoky', 'smell', 'coat', 'bonfire.\\']",1.0,
267,"The tangy, refreshing smell of lime mixed with the salt air.\","['tangy,', 'refreshing', 'smell', 'lime', 'salt', 'air.\\']",1.0,
268,The acrid stench of burning leaves hung in the autumn breeze.\,"['acrid', 'stench', 'burning', 'leaves', 'autumn', 'breeze.\\']",1.0,
269,"A faintly sweet, nutty aroma rose from the almond milk latte.\","['faintly', 'sweet,', 'nutty', 'aroma', 'almond', 'milk', 'latte.\\']",1.0,
270,"The sharp, bitter scent of hops filled the brewery during production.\","['sharp,', 'bitter', 'scent', 'hops', 'brewery']",1.0,
271,"The rich, savory smell of roasting garlic filled the dinner table.\","['rich,', 'savory', 'smell', 'roasting', 'garlic', 'dinner', 'table.\\']",1.0,
272,A faint metallic odor came from the iron gate after the rain.\,"['faint', 'metallic', 'odor', 'iron', 'rain.\\']",1.0,
273,"The warm, sugary aroma of caramel apples filled the festival grounds.\","['warm,', 'sugary', 'aroma', 'caramel', 'apples', 'festival', 'grounds.\\']",1.0,
274,The earthy scent of damp moss clung to the forest rocks.\,"['earthy', 'scent', 'damp', 'moss', 'forest', 'rocks.\\']",1.0,
275,A faint citrusy scent accompanied the lather of the soap bar.\,"['faint', 'citrusy', 'scent', 'lather', 'soap', 'bar.\\']",1.0,
276,The acrid smell of burnt toast lingered in the cramped kitchen.\,"['acrid', 'smell', 'burnt', 'toast', 'kitchen.\\']",1.0,
277,"The soft, powdery fragrance of lilies filled the funeral parlor.\","['soft,', 'powdery', 'fragrance', 'lilies', 'funeral', 'parlor.\\']",1.0,
278,"The sharp, spicy scent of mustard seeds popped in hot oil.\","['sharp,', 'spicy', 'scent', 'mustard', 'seeds', 'hot', 'oil.\\']",1.0,
279,"The warm, buttery smell of croissants greeted customers at the caf\'e9.\","['warm,', 'buttery', 'smell', 'croissants', ""caf\\'e9.\\""]",1.0,
280,A faintly sweet smell of honey lingered in the beekeeper\'92s gloves.\,"['faintly', 'sweet', 'smell', 'honey', ""beekeeper\\'92s"", 'gloves.\\']",1.0,
281,"The earthy, nutty aroma of roasted coffee beans filled the air.\","['earthy,', 'nutty', 'aroma', 'roasted', 'coffee', 'beans', 'air.\\']",1.0,
282,A metallic tang of steel tools hung in the mechanic\'92s garage.\,"['metallic', 'tang', 'steel', 'tools', ""mechanic\\'92s"", 'garage.\\']",1.0,
283,"The tangy, zesty smell of citrus infused the cocktail station.\","['tangy,', 'zesty', 'smell', 'citrus', 'cocktail', 'station.\\']",1.0,
284,The acrid stench of charred wood rose from the burnt-out cabin.\,"['acrid', 'stench', 'charred', 'wood', 'burnt-out', 'cabin.\\']",1.0,
285,A faint floral scent came from the blooming wildflowers along the trail.\,"['faint', 'floral', 'scent', 'blooming', 'wildflowers', 'trail.\\']",1.0,
286,"The sweet, warm aroma of vanilla extract filled the baker\'92s cupboard.\","['sweet,', 'warm', 'aroma', 'vanilla', 'extract', ""baker\\'92s"", 'cupboard.\\']",1.0,
287,"The sharp, pungent scent of fresh-cut onions brought tears to her eyes.\","['sharp,', 'pungent', 'scent', 'fresh-cut', 'onions']",1.0,
288,"The rich, smoky aroma of grilled meat wafted from the backyard.\","['rich,', 'smoky', 'aroma', 'grilled', 'meat', 'backyard.\\']",1.0,
289,"The faint, salty odor of seawater clung to the beach towels.\","['faint,', 'salty', 'odor', 'seawater', 'beach', 'towels.\\']",1.0,
290,"The crisp, refreshing scent of cucumber brightened the summer salad.\","['crisp,', 'refreshing', 'scent', 'cucumber', 'summer', 'salad.\\']",1.0,
291,The earthy smell of mushrooms rose from the woodland path.\,"['earthy', 'smell', 'mushrooms', 'woodland', 'path.\\']",1.0,
292,"The warm, nutty aroma of peanut butter spread through the snack bar.\","['warm,', 'nutty', 'aroma', 'peanut', 'butter', 'snack', 'bar.\\']",1.0,
293,A faint sulfur smell lingered near the volcanic hot spring\'92s edge.\,"['faint', 'sulfur', 'smell', 'volcanic', ""spring\\'92s"", 'edge.\\']",1.0,
294,The zesty aroma of lemon zest filled the air during baking.\,"['zesty', 'aroma', 'lemon', 'zest', 'air']",1.0,
295,The sharp smell of acetone rose from the nail polish remover.\,"['sharp', 'smell', 'acetone', 'nail', 'polish', 'remover.\\']",1.0,
296,"The sweet, juicy aroma of melons filled the farmer\'92s market booth.\","['sweet,', 'juicy', 'aroma', 'melons', ""farmer\\'92s"", 'market', 'booth.\\']",1.0,
297,The faint metallic odor of old pennies clung to her fingers.\,"['faint', 'metallic', 'odor', 'old', 'pennies', 'fingers.\\']",1.0,
298,"The earthy, smoky smell of tobacco hung in the wooden cigar box.\","['earthy,', 'smoky', 'smell', 'tobacco', 'wooden', 'cigar', 'box.\\']",1.0,
299,"The warm, yeasty aroma of bread dough rose from the countertop.\","['warm,', 'yeasty', 'aroma', 'bread', 'dough']",1.0,
300,The tangy scent of orange peels brightened the winter morning.\,"['tangy', 'scent', 'orange', 'peels', 'winter', 'morning.\\']",1.0,
301,"The earthy, resinous smell of cedarwood chips perfumed the wooden chest.\","['earthy,', 'resinous', 'smell', 'cedarwood', 'chips', 'perfumed', 'wooden', 'chest.\\']",1.0,
302,"The warm, chocolatey aroma of cocoa filled the cozy caf\'e9.\","['warm,', 'chocolatey', 'aroma', 'cocoa', ""caf\\'e9.\\""]",1.0,
303,"A faint, spicy cardamom scent lingered in the chai teapot.\","['faint,', 'spicy', 'cardamom', 'scent', 'chai', 'teapot.\\']",1.0,
304,"The sharp, acrid smell of burnt paper rose from the fire.\","['sharp,', 'acrid', 'smell', 'burnt', 'paper', 'fire.\\']",1.0,
305,"A fresh, green smell came from the crushed mint leaves.\","['fresh,', 'green', 'smell', 'crushed', 'mint', 'leaves.\\']",1.0,
306,"The nutty, sweet aroma of almond biscotti filled the air.\","['nutty,', 'sweet', 'aroma', 'almond', 'biscotti', 'air.\\']",1.0,
307,The metallic tang of iron clung to the rusty gate.\,"['metallic', 'iron', 'rusty', 'gate.\\']",1.0,
308,"The earthy, damp smell of freshly watered plants filled the greenhouse.\","['earthy,', 'damp', 'smell', 'plants', 'greenhouse.\\']",1.0,
309,"A warm, spicy clove scent lingered in the air after brewing.\","['warm,', 'spicy', 'clove', 'scent', 'air']",1.0,
310,"The sharp, citrusy aroma of grapefruit brightened the afternoon tea.\","['sharp,', 'citrusy', 'aroma', 'grapefruit', 'tea.\\']",1.0,
311,The pungent smell of soy sauce marinated the sizzling chicken stir-fry.\,"['pungent', 'smell', 'soy', 'sauce', 'chicken', 'stir-fry.\\']",1.0,
312,A faint floral fragrance of violets wafted through the spring meadow.\,"['faint', 'floral', 'fragrance', 'violets', 'spring', 'meadow.\\']",1.0,
313,"The warm, buttery aroma of popcorn filled the movie theater lobby.\","['warm,', 'buttery', 'aroma', 'popcorn', 'movie', 'theater', 'lobby.\\']",1.0,
314,"A sharp, acrid scent of gasoline hung in the air near the pump.\","['sharp,', 'acrid', 'scent', 'gasoline', 'air', 'pump.\\']",1.0,
315,"The fresh, herbal aroma of basil enhanced the homemade pasta sauce.\","['fresh,', 'herbal', 'aroma', 'basil', 'pasta', 'sauce.\\']",1.0,
316,"A faintly sweet, floral lavender scent lingered in the laundry room.\","['faintly', 'sweet,', 'floral', 'lavender', 'laundry', 'room.\\']",1.0,
317,"The earthy, woody aroma of mushrooms filled the chef\'92s kitchen.\","['earthy,', 'woody', 'aroma', 'mushrooms', 'kitchen.\\']",1.0,
318,"The tangy, sharp smell of vinegar added zest to the dressing.\","['tangy,', 'sharp', 'smell', 'vinegar', 'zest', 'dressing.\\']",1.0,
319,The faint metallic scent of copper coins reminded her of old collections.\,"['faint', 'metallic', 'scent', 'copper', 'coins', 'old', 'collections.\\']",1.0,
320,"The sugary, caramelized scent of toffee wafted from the candy shop.\","['sugary,', 'caramelized', 'toffee', 'wafted', 'candy', 'shop.\\']",1.0,
321,"The rich, warm smell of espresso filled the early morning caf\'e9.\","['rich,', 'warm', 'smell', 'espresso', ""caf\\'e9.\\"", 'morning']",1.0,
322,"A faint, smoky scent of incense drifted through the meditation center.\","['faint,', 'smoky', 'scent', 'incense', 'meditation', 'center.\\']",1.0,
323,"The sharp, pungent smell of ammonia lingered in the freshly mopped hallway.\","['sharp,', 'pungent', 'smell', 'ammonia', 'freshly', 'mopped', 'hallway.\\']",1.0,
324,"The fruity, sweet aroma of mangoes perfumed the tropical orchard.\","['fruity,', 'sweet', 'aroma', 'mangoes', 'perfumed', 'tropical', 'orchard.\\']",1.0,
325,"A tangy, salty smell of olives filled the bustling marketplace.\","['tangy,', 'salty', 'smell', 'olives', 'bustling', 'marketplace.\\']",1.0,
326,The earthy smell of freshly dug soil surrounded the gardening toolshed.\,"['earthy', 'smell', 'freshly', 'dug', 'soil', 'gardening']",1.0,
327,"The fresh, green aroma of cut grass signaled the start of summer.\","['fresh,', 'green', 'aroma', 'cut', 'grass', 'start', 'summer.\\']",1.0,
