,normalized_text,text,contains_ref
342,earthy damp aroma fall leave permeate autumn wood,earthy damp aroma fall leave permeate autumn wood,True
343,tangy ferment smell sauerkraut linger food cart line,tangy ferment smell sauerkraut linger food cart line,True
344,crisp cool scent eucalyptus leave fill relaxation room,crisp cool scent eucalyptus leave fill relaxation room,True
345,faintly metallic tang rust hang air,faintly metallic tang rust hang air,True
346,warm rich aroma spiced cider fill festive kitchen,warm rich aroma spiced cider fill festive kitchen,True
347,sharp medicinal smell rub alcohol sting nose clinic,sharp medicinal smell rub alcohol sting nose clinic,True
348,sweet warm aroma cinnamon roll drift bustle diner,sweet warm aroma cinnamon roll drift bustle diner,True
349,fresh earthy smell pine cone linger forest clearing,fresh earthy smell pine cone linger forest clearing,True
350,crisp cool scent peppermint refresh holiday shop,crisp cool scent peppermint refresh holiday shop,True
351,earthy woody smell fall pine needle fill campsite,earthy woody smell fall pine needle fill campsite,True
352,sweet floral aroma lilacs brighten spring garden,sweet floral aroma lilacs brighten spring garden,True
353,faint spicy anise scent rise licorice candy jar,faint spicy anise scent rise licorice candy jar,True
354,pungent tangy smell blue cheese waft platter,pungent tangy smell blue cheese waft platter,True
355,fresh clean aroma linger furniture,fresh clean aroma linger furniture,True
356,faint metallic tang accompany scent cold steel tool,faint metallic tang accompany scent cold steel tool,True
357,warm nutty aroma toast sesame seed fill woke,warm nutty aroma toast sesame seed fill woke,True
358,sharp zesty smell lime rind brighten dessert,sharp zesty smell lime rind brighten dessert,True
359,earthy rich aroma fresh truffle enhance gourmet dish,earthy rich aroma fresh truffle enhance gourmet dish,True
360,faintly sweet scent vanilla bean linger kitchen,faintly sweet scent vanilla bean linger kitchen,True
361,acrid stench cigarette smoke cling old curtain,acrid stench cigarette smoke cling old curtain,True
362,fresh green aroma parsley complement vibrant vegetable salad,fresh green aroma parsley complement vibrant vegetable salad,True
363,faintly fruity peachy fragrance float summer orchard,faintly fruity peachy fragrance float summer orchard,True
364,sharp tangy scent sourdough bread rise bakery rack,sharp tangy scent sourdough bread rise bakery rack,True
365,pungent smell kimchi fill bustling korean restaurant,pungent smell kimchi fill bustling korean restaurant,True
366,earthy damp scent rain soak soil fill air,earthy damp scent rain soak soil fill air,True
367,faintly floral orange blossom aroma enhance delicate perfume,faintly floral orange blossom aroma enhance delicate perfume,True
368,warm buttery smell shortbread cookie greet holiday guest,warm buttery smell shortbread cookie greet holiday guest,True
369,smoky woody aroma oak barrel age fine whiskey,smoky woody aroma oak barrel age fine whiskey,True
370,faintly chemical smell paint thinner linger art studio,faintly chemical smell paint thinner linger art studio,True
371,sweet tropical aroma pineapple perfume market stall,sweet tropical aroma pineapple perfume market stall,True
372,tangy ferment scent yogurt accompany breakfast spread,tangy ferment scent yogurt accompany breakfast spread,True
373,crisp herbal scent rosemary season roasted potato,crisp herbal scent rosemary season roasted potato,True
374,faint metallic tang fresh ink fill print press room,faint metallic tang fresh ink fill print press room,True
375,sugary fruity smell bubble gum fill candy aisle,sugary fruity smell bubble gum fill candy aisle,True
376,smoky savory aroma grill sausage waft festival,smoky savory aroma grill sausage waft festival,True
377,sharp clean scent vinegar cut fishy air,sharp clean scent vinegar cut fishy air,True
378,faint earthy moss smell linger ancient stone bridge,faint earthy moss smell linger ancient stone bridge,True
379,sweet mellow aroma honeycomb rise stall,sweet mellow aroma honeycomb rise stall,True
380,warm nutty scent walnut oil infuse salad dressing,warm nutty scent walnut oil infuse salad dressing,True
381,pungent spicy smell horseradish clear sinus instantly,pungent spicy smell horseradish clear sinus instantly,True
382,fresh zesty aroma tangerine brighten snowy winter day,fresh zesty aroma tangerine brighten snowy winter day,True
383,faint musty book smell rise old library shelf,faint musty book smell rise old library shelf,True
384,earthy smoky aroma campfire smoke cling clothe,earthy smoky aroma campfire smoke cling clothe,True
385,sharp acidic smell lemon juice brighten marinade fish,sharp acidic smell lemon juice brighten marinade fish,True
386,sweet fruity scent strawberry perfume summer picnic,sweet fruity scent strawberry perfume summer picnic,True
387,faintly floral honeysuckle fragrance sweeten evening air fence,faintly floral honeysuckle fragrance sweeten evening air fence,True
388,rich roasted aroma peanut waft carnival stand,rich roasted aroma peanut waft carnival stand,True
389,metallic tang coin fill small stuffy coin shop,metallic tang coin fill small stuffy coin shop,True
390,smoky herbal scent thyme rise bubble soup pot,smoky herbal scent thyme rise bubble soup pot,True
391,sharp pungent smell ginger fill bustling spice market,sharp pungent smell ginger fill bustling spice market,True
392,earthy nutty aroma brown rice steam pot lid,earthy nutty aroma brown rice steam pot lid,True
393,faint briny seaweed scent hang tide pool dawn,faint briny seaweed scent hang tide pool dawn,True
394,warm sugary smell sugar coat donut perfectly,warm sugary smell sugar coat donut perfectly,True
395,acrid smell burn plastic fill factory fire,acrid smell burn plastic fill factory fire,True
396,fresh crisp aroma cucumber brighten garden salad,fresh crisp aroma cucumber brighten garden salad,True
397,sharp tangy smell barbecue sauce coat grill rib,sharp tangy smell barbecue sauce coat grill rib,True
398,faint metallic odor old key cling attic chest,faint metallic odor old key cling attic chest,True
399,sweet chocolatey aroma brownie bake warm kitchen,sweet chocolatey aroma brownie bake warm kitchen,True
400,earthy spicy aroma turmeric linger curry kitchen,earthy spicy aroma turmeric linger curry kitchen,True
401,faintly sweet scent rose drift garden path,faintly sweet scent rose drift garden path,True
402,pungent sharp smell onion fill bustling food market,pungent sharp smell onion fill bustling food market,True
403,smoky rich aroma smoke salmon perfume deli counter,smoky rich aroma smoke salmon perfume deli counter,True
404,crisp clean scent morning dew cling grass,crisp clean scent morning dew cling grass,True
405,faintly musty smell parchment linger ancient archive,faintly musty smell parchment linger ancient archive,True
406,sweet tropical scent coconut milk enrich creamy soup,sweet tropical scent coconut milk enrich creamy soup,True
407,metallic tang fresh blood linger cabin,metallic tang fresh blood linger cabin,True
408,sharp herbal aroma sage infuse roasting turkey,sharp herbal aroma sage infuse roasting turkey,True
409,earthy damp scent moss cling forest boulder,earthy damp scent moss cling forest boulder,True
410,faintly floral chamomile fragrance calm nerve bedtime,faintly floral chamomile fragrance calm nerve bedtime,True
411,pungent tangy smell pickle fill crowded sandwich shop,pungent tangy smell pickle fill crowded sandwich shop,True
412,smoky woody aroma burn log warm winter evening,smoky woody aroma burn log warm winter evening,True
413,sweet fruity scent peach perfume ripe orchard air,sweet fruity scent peach perfume ripe orchard air,True
414,faint salty sea breeze carry aroma wet sand,faint salty sea breeze carry aroma wet sand,True
415,spicy zesty aroma coriander add depth marinade,spicy zesty aroma coriander add depth marinade,True
416,earthy nutty smell quinol steam warm pot,earthy nutty smell quinol steam warm pot,True
417,faint acrid odor burn toast spread tiny apartment,faint acrid odor burn toast spread tiny apartment,True
418,fresh citrus scent bergamot enhance team,fresh citrus scent bergamot enhance team,True
419,sugary buttery aroma caramelize apple fill rustic kitchen,sugary buttery aroma caramelize apple fill rustic kitchen,True
420,sharp tangy smell feta cheese complement salad,sharp tangy smell feta cheese complement salad,True
421,faintly floral orchid fragrance linger tropical greenhouse,faintly floral orchid fragrance linger tropical greenhouse,True
422,warm savory smell roasted chestnut fill city street,warm savory smell roasted chestnut fill city street,True
423,crisp minty aroma spearmint refresh tired sense,crisp minty aroma spearmint refresh tired sense,True
424,earthy wet smell clay rise wheel,earthy wet smell clay rise wheel,True
425,faintly metallic tang cling damp steel railing,faintly metallic tang cling damp steel railing,True
426,sweet honeyed aroma mead fill medieval festival tent,sweet honeyed aroma mead fill medieval festival tent,True
427,sharp spicy scent tickle nose kitchen,sharp spicy scent tickle nose kitchen,True
428,smoky leathery smell tobacco linger antique study,smoky leathery smell tobacco linger antique study,True
429,fresh clean scent ocean spray invigorate sandy shoreline,fresh clean scent ocean spray invigorate sandy shoreline,True
430,faintly sweet fig fragrance perfume luxury boutique,faintly sweet fig fragrance perfume luxury boutique,True
431,pungent ferment smell miso paste enrich hearty soup,pungent ferment smell miso paste enrich hearty soup,True
432,warm buttery aroma croissant drift parisian,warm buttery aroma croissant drift parisian,True
433,sharp tangy smell balsamic vinegar enhance garden tomato,sharp tangy smell balsamic vinegar enhance garden tomato,True
434,earthy damp aroma mushroom cling shadowy undergrowth,earthy damp aroma mushroom cling shadowy undergrowth,True
435,faintly floral freesia fragrance sweeten elegant wedding bouquet,faintly floral freesia fragrance sweeten elegant wedding bouquet,True
436,smoky meaty aroma bacon sizzling fill country kitchen,smoky meaty aroma bacon sizzling fill country kitchen,True
437,sharp herbal scent eucalyptus infuse steaming sauna air,sharp herbal scent eucalyptus infuse steaming sauna air,True
438,sweet fruity smell raspberry brighten summer tart,sweet fruity smell raspberry brighten summer tart,True
439,faint metallic odor old tool fill forgotten workshop,faint metallic odor old tool fill forgotten workshop,True
