,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
50,464,464,1042,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,17,"To perfume Snuff well , it is not enough to perfume it with Flowers , you must use other Perfumes ; it is true , being only perfum ' d with Flowers , it may be good to be perfumed with the Perfumes we mention hereafter : I leave it to every ones Fancy , I ' ll say only this , That the Smell of Flowers does very well , mixt with the most sweet and precious Smells , and that they are of a stronger and more lasting Vertue .",Snuff it it well other the most sweet precious of a stronger and more lasting Vertue with Flowers with Flowers with the Perfumes of Flowers perfume perfume Perfumes perfum ' d perfumed Smell Smells they,Olfactive,Odour\_Carrier,92,perfume snuff well not enough perfume flowers must use perfumes true only perfum flowers may good perfumed perfumes mention hereafter leave every ones fancy say only smell flowers well mixt sweet precious smells stronger lasting vertue,snuff well sweet precious stronger lasting vertue flowers flowers perfumes flowers perfume perfume perfumes perfum perfumed smell smells,perfumes snuff well not enough perfumes flowers must use perfumes true only perfumes flowers may good perfumed perfumes mention hereafter leave every ones fancy say only smells flowers well mixt sweet precious smells perfume snuff perfume perfumed smell,0.48484848484848486,0.6111111111111112,0.5526315789473685,0.7777777777777778
51,576,577,1315,080E Duncan Mcdonald 1800 New town cook__214_distribution_HOUS.txt,12,"If light they are watery ; when in perfection the joints of the legs are stiff , and the body has a very agreeable smell .",very agreeable the body smell,Olfactive,Quality,26,light watery perfection joints legs stiff body agreeable smell,agreeable body smell,agreeable smell smell,1.0,0.6666666666666666,1.0,0.6666666666666666
52,585,586,1341,082E Isabella Beeton 1861 The Book of Household Management__480_distribution_HOUS.txt,35,"When very strong fumes of smelling-salts have in any way been inhaled , there is great difficulty of breathing , and alarming pain in the mouth and nostrils .",fumes very strong of smelling-salts,Olfactive,Odour\_Carrier,29,strong fumes smellingsalts way inhaled great difficulty breathing alarming pain mouth nostrils,fumes strong smellingsalts,strong fumes strong,1.0,0.6666666666666666,1.0,0.6666666666666666
53,371,371,848,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,18,The oil distilled in Britain from chamomile flowers .,from chamomile flowers,Olfactive,Smell\_Source,9,oil distilled britain chamomile flowers,chamomile flowers,chamomile flowers,1.0,1.0,1.0,1.0
54,399,399,892,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,17,"The spot and brush of the Yellow Callidryas are reproduced in one of the Satyrinse , and in some of the Nymphalinse ; while in the male of the blue Ageronia Arethusa a rather strong odour is emitted by two large brown spots , situated between the wings , which appear absent in others of this musical genus .",strong odour,Olfactive,Quality,59,spot brush yellow callidryas reproduced one satyrinse nymphalinse male blue ageronia arethusa rather strong odour emitted two large brown spots situated wings appear absent others musical genus,strong odour,strong odour strong odour,1.0,1.0,1.0,1.0
55,340,340,791,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,73,"These cases of plastic bronchitis shade off also into that special kind of lobar bronchopneumonia , closely resembling the fetid kind in symptoms and course , and occurring in rheumatic subjects , to wliicli I liave already referred .",special kind of lobar bronchopneumonia fetid,Olfactive,Smell\_Source,39,cases plastic bronchitis shade also special kind lobar bronchopneumonia closely resembling fetid kind symptoms course occurring rheumatic subjects wliicli liave already referred,special kind lobar bronchopneumonia fetid,plastic bronchitis fetid,0.0,0.0,0.3333333333333333,0.2
56,148,148,316,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,12,"Thirdly , the instrument of smelling is nigh the braine in man , which with the moysture doth hinder the naturall complexion of the instrument of smelling , which is hot and drie , attractiue or drawing vnto it .",smelling smelling,Olfactive,Smell\_Word,40,thirdly instrument smelling nigh braine man moysture doth hinder naturall complexion instrument smelling hot drie attractiue drawing vnto,smelling smelling,smelling smelling smelling,1.0,1.0,1.0,1.0
57,494,494,1128,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,8,"After it has been cleansed according to the foregoing directions , it is fit to take any scent whatever .",it scent,Olfactive,Odour\_Carrier,20,cleansed according foregoing directions fit take scent whatever,scent,scent scent,1.0,1.0,1.0,1.0
58,439,439,980,056E Thomas Reid 1764 An inquiry into the human mind__102_distribution_SCIE.txt,19,"The relation it hath to the organ , is likewise general , and doth not distinguish it from other smells ; but the connection it hath with the rose is special , and constant : by which means they become almost inseparable in the imagination ; in like manner as thunder and lightning , freezing and cold .",other it smells,Olfactive,Quality,58,relation hath organ likewise general doth not distinguish smells connection hath rose special constant means become almost inseparable imagination like manner thunder lightning freezing cold,smells,smells,1.0,1.0,1.0,1.0
59,145,145,309,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,35,"I cannot forget , that an intimate friend of mine in Lilliput , took the freedom in a warm day , when I had used a good deal of exercise , to complain of a strong smell about me , although I am as little faulty that way , as most of my sex : but I suppose his faculty of smelling was as nice with regard to me , as mine was to that of this people .",strong nice me me smell smelling,Olfactive,Quality,79,cannot forget intimate friend mine lilliput took freedom warm day used good deal exercise complain strong smell although little faulty way sex suppose faculty smelling nice regard mine people,strong nice smell smelling,strong smelling strong smell smelling,1.0,0.5,1.0,0.75
60,9,9,18,005E Daniel Featley 1636 Clavis Mystica 70 sermons__159_REL.txt,5,"If a Noble man came to visit us , how would we cleanse and perfume our houses ?",perfume,Olfactive,Smell\_Word,18,noble man came visit us would cleanse perfume houses,perfume,perfume perfume,1.0,1.0,1.0,1.0
61,375,375,853,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,31,The oil distilled in Britain from caraway fruit .,from caraway fruit,Olfactive,Smell\_Source,9,oil distilled britain caraway fruit,caraway fruit,caraway fruit,1.0,1.0,1.0,1.0
62,523,523,1195,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,14,"“ Accordingly , this keen observer came to the conclusion that his setter distinguished his trail from that of all others by the peculiar smell of his boots , and not by the particular scent of his feet or body .",peculiar particular of his boots of his feet body smell scent,Olfactive,Quality,41,“ accordingly keen observer came conclusion setter distinguished trail others peculiar smell boots not particular scent feet body,peculiar particular boots feet body smell scent,peculiar smell trail smell scent,1.0,0.2857142857142857,0.8,0.42857142857142855
63,188,188,413,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,13,"Strong Bitters only , or pure Bitters , without any Aromatick or Fetid Odor , or Pungency ; such is the Bitterness in Bitter Almonds , and Centaury , their parts are more fixed than any of the other Strong Bitters : These cleanse the Stomach from Acid Phlegm ; open the Liver , by correcting the coagulating Acids in the Blood ; they mix with Acids , and pass by rine ; they preserve the Blood from coagulation , and help the office of the crude Bile in Hydropical Cachexies ; they have an Astriction by their Acid and Earthy Parts , which abounding in Bitters , help the Oyl in correcting Acids .",Aromatick Fetid Pungency Odor,Olfactive,Quality,115,strong bitters only pure bitters without aromatick fetid odor pungency bitterness bitter almonds centaury parts fixed strong bitters cleanse stomach acid phlegm open liver correcting coagulating acids blood mix acids pass rine preserve blood coagulation help office crude bile hydropical cachexies astriction acid earthy parts abounding bitters help oyl correcting acids,aromatick fetid pungency odor,odor strong fetid odor bitter strong pungency pungency,1.0,0.25,0.625,0.75
64,131,131,280,008E Anon 1779 A short history of drugs.txt_distribution.txt,85,RHUBARB .,RHUBARB,Olfactive,Smell\_Source,2,rhubarb,rhubarb,rhubarb,1.0,1.0,1.0,1.0
65,573,574,1308,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,2,"The first has always a foetid odour , while that of the other is highly vinous , pungent and aromatic .",foetid highly vinous pungent aromatic The first of the other odour that,Olfactive,Quality,21,first always foetid odour highly vinous pungent aromatic,foetid highly vinous pungent aromatic first odour,odour odour pungent aromatic foetid foetid foetid,1.0,0.14285714285714285,1.0,0.5714285714285714
66,298,298,698,017E Henry Austin 1857 Report on the meanings of deodorizing and utilizing the sewage of towns__112_PUB.txt,13,"An attempt has been made for some time at Hitchin to intercept the solid matter of the sewage in a series of reservoirs and open pits at the outfall of the new drainage works , without any means of deodorizing , or arrangements for precipitating , straining , or filtering .",deodorizing,Olfactive,Smell\_Word,51,attempt made time hitchin intercept solid matter sewage series reservoirs open pits outfall new drainage works without means deodorizing arrangements precipitating straining filtering,deodorizing,deodorizing deodorizing,1.0,1.0,1.0,1.0
67,587,588,1345,083E Estelle D Buchanan 1913 Household bacteriology__75_distribution_HOUS.txt,13,These have an intensely disagreeable fecal odor .,intensely disagreeable fecal These odor,Olfactive,Quality,8,intensely disagreeable fecal odor,intensely disagreeable fecal odor,intensely disagreeable fecal odor odor,1.0,1.0,1.0,1.0
68,446,446,996,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,10,"As for the other Russian , or rather Dutch musk , in pots ; it is generally very moist and exhales a most disagreeable and predominant ammoniacal smell , whenever the pots are opened .","a most disagreeable and predominant ammoniacal the other Russian , or rather Dutch musk it smell",Olfactive,Quality,35,russian rather dutch musk pots generally moist exhales disagreeable predominant ammoniacal smell whenever pots opened,disagreeable predominant ammoniacal russian rather dutch musk smell,russian rather dutch musk pots generally moist exhales disagreeable predominant ammoniacal smell musk smell,0.6666666666666666,1.0,0.7142857142857143,1.0
69,84,84,192,008E Anon 1779 A short history of drugs.txt_distribution.txt,10,"Is a concrete gummy substance , of a strong faetid smell , resembling Onions , or rather Shallots , in small Drops or Tears ; but when packt forms a massy lump .",Onions Shallots strong faetid smell,Olfactive,Evoked\_Odorant,33,concrete gummy substance strong faetid smell resembling onions rather shallots small drops tears packt forms massy lump,onions shallots strong faetid smell,strong faetid smell strong smell,1.0,0.6,1.0,0.6
