,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
72,49,63,some people are working in the kitchen and cooking. ,"['cooking', 'people']","[{'start': 43, 'end': 50, 'text': 'cooking', 'labels': ['ENTITY']}, {'start': 5, 'end': 11, 'text': 'people', 'labels': ['ENTITY']}]",some people are working in the kitchen and cooking,people work kitchen cooking,cooking people,some people are working in the kitchen and cooking. ,Olfactive,people working kitchen cooking,cooking people,,0.0,0.0,0.0,0.0
73,751,1001,batter taking a swing at the ball during baseball game,"['ball', 'baseball game']","[{'start': 29, 'end': 33, 'text': 'ball', 'labels': ['ENTITY']}, {'start': 41, 'end': 54, 'text': 'baseball game', 'labels': ['ENTITY']}]",batter taking a swing at the ball during baseball game,batter take swing ball baseball game,ball baseball game,batter taking a swing at the ball during baseball game,Olfactive,batter taking swing ball baseball game,ball baseball game,,0.0,0.0,0.0,0.0
74,192,304,two men standing by a corner of a train car.,"['men', 'train car']","[{'start': 4, 'end': 7, 'text': 'men', 'labels': ['ENTITY']}, {'start': 34, 'end': 43, 'text': 'train car', 'labels': ['ENTITY']}]",two men standing by a corner of a train care,man stand corner train care,men train car,two men standing by a corner of a train car.,Olfactive,two men standing corner train car,men train car,,0.0,0.0,0.0,0.0
75,309,438,a large elephant with a couple people on the top.,"['people', 'elephant']","[{'start': 31, 'end': 37, 'text': 'people', 'labels': ['ENTITY']}, {'start': 8, 'end': 16, 'text': 'elephant', 'labels': ['ENTITY']}]",a large elephant with a couple people on the top,large elephant couple people,people elephant,a large elephant with a couple people on the top.,Olfactive,large elephant couple people top,people elephant,,0.0,0.0,0.0,0.0
76,846,1110,a long living room with a ceiling fan is seen here.,"['ceiling fan', 'living room']","[{'start': 26, 'end': 37, 'text': 'ceiling fan', 'labels': ['ENTITY']}, {'start': 7, 'end': 18, 'text': 'living room', 'labels': ['ENTITY']}]",a long living room with a ceiling fan is seen here,long living room ceiling fan see,ceiling fan living room,a long living room with a ceiling fan is seen here.,Olfactive,long living room ceiling fan seen,ceiling fan living room,living,1.0,0.25,1.0,0.25
77,482,668,the bear is stepping in to the flowing water. ,['bear'],"[{'start': 4, 'end': 8, 'text': 'bear', 'labels': ['ENTITY']}]",the bear is stepping in to the flowing water,bear step flow water,bear,the bear is stepping in to the flowing water. ,Olfactive,bear stepping flowing water,bear,,0.0,0.0,0.0,0.0
78,652,882,some cute little boys at a little table eating together.,['boys'],"[{'start': 17, 'end': 21, 'text': 'boys', 'labels': ['ENTITY']}]",some cute little boys at a little table eating together,cute little boy little table eat,boys,some cute little boys at a little table eating together.,Olfactive,cute little boys little table eating together,boys,,0.0,0.0,0.0,0.0
79,933,1234,a man holding a wine glass with a camera hanging off his chest.,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man holding a wine glass with a camera hanging off his chest,man hold wine glass camera hang chest,man,a man holding a wine glass with a camera hanging off his chest.,Olfactive,man holding wine glass camera hanging chest,man,wine,0.0,0.0,0.0,0.0
80,613,840,two men at a counter prepare hotdog buns.,['men'],"[{'start': 4, 'end': 7, 'text': 'men', 'labels': ['ENTITY']}]",two men at a counter prepare hotdog buns,man counter prepare hotdog bun,men,two men at a counter prepare hotdog buns.,Olfactive,two men counter prepare hotdog buns,men,hot,0.0,0.0,0.0,0.0
81,870,1141,a large clock in a wooden cabinet standing next to the wall ,['clock'],"[{'start': 8, 'end': 13, 'text': 'clock', 'labels': ['ENTITY']}]",a large clock in a wooden cabinet standing next to the wall,large clock wooden cabinet stand wall,clock,a large clock in a wooden cabinet standing next to the wall ,Olfactive,large clock wooden cabinet standing next wall,clock,cabinet,0.0,0.0,0.0,0.0
82,33,43,three people agree in the kitchen near a cluttered bar.,"['bar', 'people']","[{'start': 51, 'end': 54, 'text': 'bar', 'labels': ['ENTITY']}, {'start': 6, 'end': 12, 'text': 'people', 'labels': ['ENTITY']}]",three people agree in the kitchen near a cluttered bar,people agree kitchen cluttered bar,bar people,three people agree in the kitchen near a cluttered bar.,Olfactive,three people agree kitchen near cluttered bar,bar people,clut,0.0,0.0,0.0,0.0
83,31,41,a group of people that are standing in the kitchen.,"['people', 'group']","[{'start': 11, 'end': 17, 'text': 'people', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'group', 'labels': ['ENTITY']}]",a group of people that are standing in the kitchen,group people stand kitchen,people group,a group of people that are standing in the kitchen.,Olfactive,group people standing kitchen,people group,,0.0,0.0,0.0,0.0
84,895,1179,the man is getting ready for the pitcher to throw the ball.,"['ball', 'man']","[{'start': 54, 'end': 58, 'text': 'ball', 'labels': ['ENTITY']}, {'start': 4, 'end': 7, 'text': 'man', 'labels': ['ENTITY']}]",the man is getting ready for the pitcher to throw the ball,man get ready pitcher throw ball,ball man,the man is getting ready for the pitcher to throw the ball.,Olfactive,man getting ready pitcher throw ball,ball man,,0.0,0.0,0.0,0.0
85,759,1009,two laptops on the same table in a white office.,['laptops'],"[{'start': 4, 'end': 11, 'text': 'laptops', 'labels': ['ENTITY']}]",two laptops on the same table in a white office,laptop table white office,laptops,two laptops on the same table in a white office.,Olfactive,two laptops table white office,laptops,laptops,1.0,1.0,1.0,1.0
86,439,589,a close up of a sheet of paper with a piece of bread near two glasses of wine,"['paper', 'sheet', 'close', 'wine']","[{'start': 25, 'end': 30, 'text': 'paper', 'labels': ['ENTITY']}, {'start': 16, 'end': 21, 'text': 'sheet', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'close', 'labels': ['ENTITY']}, {'start': 73, 'end': 77, 'text': 'wine', 'labels': ['ENTITY']}]",a close up of a sheet of paper with a piece of bread near two glasses of wine,close sheet paper piece bread glass wine,paper sheet close wine,a close up of a sheet of paper with a piece of bread near two glasses of wine,Olfactive,close sheet paper piece bread near two glasses wine,paper sheet close wine,,0.0,0.0,0.0,0.0
87,536,743,a living room with oriental rug and beige furniture,['living room'],"[{'start': 2, 'end': 13, 'text': 'living room', 'labels': ['ENTITY']}]",a living room with oriental rug and beige furniture,live room oriental rug beige furniture,living room,a living room with oriental rug and beige furniture,Olfactive,living room oriental rug beige furniture,living room,living,1.0,0.5,1.0,0.5
88,388,528,a man with glasses on tying a tie. ,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man with glasses on tying a tie,man glass tie tie,man,a man with glasses on tying a tie. ,Olfactive,man glasses tying tie,man,,0.0,0.0,0.0,0.0
89,109,165,cars wait at red light at an intersection by mountains,['cars'],"[{'start': 0, 'end': 4, 'text': 'cars', 'labels': ['ENTITY']}]",cars wait at red light at an intersection by mountains,car wait red light intersection mountain,cars,cars wait at red light at an intersection by mountains,Olfactive,cars wait red light intersection mountains,cars,,0.0,0.0,0.0,0.0
90,77,116,this is what is left of a kitchen in an abandoned restaurant.,['restaurant'],"[{'start': 50, 'end': 60, 'text': 'restaurant', 'labels': ['ENTITY']}]",this is what is left of a kitchen in an abandoned restaurant,leave kitchen abandon restaurant,restaurant,this is what is left of a kitchen in an abandoned restaurant.,Olfactive,left kitchen abandoned restaurant,restaurant,,0.0,0.0,0.0,0.0
91,715,955,a large clock is underneath the sign of a spacious station.,['clock'],"[{'start': 8, 'end': 13, 'text': 'clock', 'labels': ['ENTITY']}]",a large clock is underneath the sign of a spacious station,large clock sign spacious station,clock,a large clock is underneath the sign of a spacious station.,Olfactive,large clock underneath sign spacious station,clock,clock,1.0,1.0,1.0,1.0
92,916,1215,a teddy bear lies in a puddle next to a car.,"['car', 'puddle']","[{'start': 40, 'end': 43, 'text': 'car', 'labels': ['ENTITY']}, {'start': 23, 'end': 29, 'text': 'puddle', 'labels': ['ENTITY']}]",a teddy bear lies in a puddle next to a care,bear lie puddle care,car puddle,a teddy bear lies in a puddle next to a car.,Olfactive,teddy bear lies puddle next car,car puddle,eddy,0.0,0.0,0.0,0.0
93,82,131,the two small airplanes are on the runway of the airport.,"['airport', 'airplanes']","[{'start': 49, 'end': 56, 'text': 'airport', 'labels': ['ENTITY']}, {'start': 14, 'end': 23, 'text': 'airplanes', 'labels': ['ENTITY']}]",the two small airplanes are on the runway of the airport,small airplane runway airport,airport airplanes,the two small airplanes are on the runway of the airport.,Olfactive,two small airplanes runway airport,airport airplanes,,0.0,0.0,0.0,0.0
94,312,441,tourists under an umbrella on the back of an elephant,"['elephant', 'tourists']","[{'start': 45, 'end': 53, 'text': 'elephant', 'labels': ['ENTITY']}, {'start': 0, 'end': 8, 'text': 'tourists', 'labels': ['ENTITY']}]",tourists under an umbrella on the back of an elephant,tourist umbrella elephant,elephant tourists,tourists under an umbrella on the back of an elephant,Olfactive,tourists umbrella back elephant,elephant tourists,,0.0,0.0,0.0,0.0
95,346,476,a cow drinking from a puddle of water.,"['water', 'cow', 'puddle']","[{'start': 32, 'end': 37, 'text': 'water', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'cow', 'labels': ['ENTITY']}, {'start': 22, 'end': 28, 'text': 'puddle', 'labels': ['ENTITY']}]",a cow drinking from a puddle of water,cow drink puddle water,water cow puddle,a cow drinking from a puddle of water.,Olfactive,cow drinking puddle water,water cow puddle,,0.0,0.0,0.0,0.0
96,457,632,two skiers are walking in the snow on a cloudy day.,"['snow', 'skiers']","[{'start': 30, 'end': 34, 'text': 'snow', 'labels': ['ENTITY']}, {'start': 4, 'end': 10, 'text': 'skiers', 'labels': ['ENTITY']}]",two skiers are walking in the snow on a cloudy day,skier walk snow cloudy day,snow skiers,two skiers are walking in the snow on a cloudy day.,Olfactive,two skiers walking snow cloudy day,snow skiers,,0.0,0.0,0.0,0.0
97,464,640,a big polar bear playing with a big chunk of ice.,['bear'],"[{'start': 12, 'end': 16, 'text': 'bear', 'labels': ['ENTITY']}]",a big polar bear playing with a big chunk of ice,big polar bear play big chunk ice,bear,a big polar bear playing with a big chunk of ice.,Olfactive,big polar bear playing big chunk ice,bear,,0.0,0.0,0.0,0.0
98,2,2,"a living room with couches, chairs and a large flat screen tv.","['chairs', 'screen tv']","[{'start': 28, 'end': 34, 'text': 'chairs', 'labels': ['ENTITY']}, {'start': 52, 'end': 61, 'text': 'screen tv', 'labels': ['ENTITY']}]",a living room with couches chairs and a large flat screen the,live room couch chair large flat screen,chairs screen tv,"a living room with couches, chairs and a large flat screen tv.",Olfactive,living room couches chairs large flat screen tv,chairs screen tv,cou,0.0,0.0,0.0,0.0
99,101,156,a warning sign about the danger of a checkpoint arm.,"['warning sign', 'danger']","[{'start': 2, 'end': 14, 'text': 'warning sign', 'labels': ['ENTITY']}, {'start': 25, 'end': 31, 'text': 'danger', 'labels': ['ENTITY']}]",a warning sign about the danger of a checkpoint army,warning sign danger checkpoint army,warning sign danger,a warning sign about the danger of a checkpoint arm.,Olfactive,warning sign danger checkpoint arm,warning sign danger,warning,1.0,0.3333333333333333,1.0,0.3333333333333333
100,684,918,a baseball player waiting to hit the baseball.,"['baseball player', 'baseball']","[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 2, 'end': 10, 'text': 'baseball', 'labels': ['ENTITY']}]",a baseball player waiting to hit the baseball,baseball player wait hit baseball,baseball player baseball,a baseball player waiting to hit the baseball.,Olfactive,baseball player waiting hit baseball,baseball player baseball,,0.0,0.0,0.0,0.0
101,412,556,a beautiful young lady eating a candy apple on an amusement park ride.,"['amusement park', 'lady']","[{'start': 50, 'end': 64, 'text': 'amusement park', 'labels': ['ENTITY']}, {'start': 18, 'end': 22, 'text': 'lady', 'labels': ['ENTITY']}]",a beautiful young lady eating a candy apple on an amusement park ride,beautiful young lady eat candy apple amusement park ride,amusement park lady,a beautiful young lady eating a candy apple on an amusement park ride.,Olfactive,beautiful young lady eating candy apple amusement park ride,amusement park lady,,0.0,0.0,0.0,0.0
102,5,5,a cluttered room filled with a tv and a kitchen. ,['tv'],"[{'start': 31, 'end': 33, 'text': 'tv', 'labels': ['ENTITY']}]",a cluttered room filled with a to and a kitchen,cluttered room fill kitchen,tv,a cluttered room filled with a tv and a kitchen. ,Olfactive,cluttered room filled tv kitchen,tv,clut,0.0,0.0,0.0,0.0
103,54,69,a very large airplane that is flying over some mountains,['airplane'],"[{'start': 13, 'end': 21, 'text': 'airplane', 'labels': ['ENTITY']}]",a very large airplane that is flying over some mountains,large airplane fly mountain,airplane,a very large airplane that is flying over some mountains,Olfactive,large airplane flying mountains,airplane,,0.0,0.0,0.0,0.0
104,495,686,some art work with a man with a hat on and some fruit in a bowl.,"['fruit', 'art work']","[{'start': 48, 'end': 53, 'text': 'fruit', 'labels': ['ENTITY']}, {'start': 5, 'end': 13, 'text': 'art work', 'labels': ['ENTITY']}]",some art work with a man with a hat on and some fruit in a bowl,art work man hat fruit bowl,fruit art work,some art work with a man with a hat on and some fruit in a bowl.,Olfactive,art work man hat fruit bowl,fruit art work,,0.0,0.0,0.0,0.0
105,864,1131,a wooden clock in the background with some steel pieces in front.,['clock'],"[{'start': 9, 'end': 14, 'text': 'clock', 'labels': ['ENTITY']}]",a wooden clock in the background with some steel pieces in front,wooden clock background steel piece,clock,a wooden clock in the background with some steel pieces in front.,Olfactive,wooden clock background steel pieces front,clock,,0.0,0.0,0.0,0.0
