,contains_ref,normalized_text,,,,
2717,True,proceed bag bat heart produce offend cattle perfumed manner offer bloody hand pure understanding kill destroy sacrifice live,,,,
1179,False,row diversion queen lady think entertain skill agility,,,,
1255,False,mingle cluster,,,,
1873,True,oil define fish oil rape oil raccoon oil american oil,,,,
279,False,resort golde lane soon provide lozenge hold mouth sit constitution good experience great plague time,,,,
772,False,report,,,,
727,False,stout cylindrical vessel shape resemble tar barrel construct superintendent manager,,,,
741,False,empty evil suspend time proper drainage efficient remedy,,,,
1505,True,game demonstrate plain acquaint fact stink pulmonary excretion subject chemical torment distillation acidification neutralization distillation like,,,,
1932,False,state conversation event severe epidemic occur evil opinion probably result nuisance principle upset nervous system predispose individual suite,,,,
2759,True,fetid odour highly venous pungent aromatic,,,,
596,False,house west lane tenant poor improvement class person suggest step take passage clear free nuisance,,,,
2333,False,sort little value thing hardly say,,,,
2039,False,,,,,
2602,False,approve green salve dress sore leg deserve good neighbourly body come sussed,,,,
440,False,stream opinion runner cold dry commend north east wind wholesome condemn hot moist engender south west wind fit matter infection apt putrefaction,,,,
508,False,sweet meat turn cooler distempered stomach heavenly manna food angel nay food angel taste prove well poison heart purify faith conscience purge true repentance charity worldlinesse envied malice rancour like corrupt affection,,,,
76,False,viággio corrine,,,,
1737,False,ileum juniper,,,,
649,False,place low neptune street case imperfect drainage cesspool,,,,
522,False,doubt measure sanitary reform mainly attributable amend health place entire absence fever diminished severity epidemic disease statement prove concurrent testimony medical practitioner weekly return registrar general,,,,
1362,True,narcotic offensive smell teach nature avoid antipathy proceed disagreeable texture motion narcotic fume spirit opiate cause sleep great quantity consumptive body little quantity trouble head disturb spirit giddiness spirit hot fiery motion want sense vehicle violent probable conjecture grain opium force serum flow glandular brain fill produce sleep dilute spirit frequently drink gallon water liquor supply great quantity serum cause sleep,,,,
1640,False,,,,,
2245,True,black experiment attract far great quantity odorous particle evidence smell red follow point intensity smell white far judge attract odour,,,,
859,False,nerve reaction particular reflex educate,,,,
1410,True,year follow convinced bad influence easterly wind sickening intolerable warm month wind quarter,,,,
2279,True,exceedingly difficult tedious collect quantity putrid air missile water great proportion collect absorb water keep proportion endeavour ascertain,,,,
1507,False,suborn report chemical analysis sputum case care,,,,
630,True,stench great inmate house apply personally abate,,,,
2269,True,experiment reliance place sense smell substance employ gain appreciable weight,,,,
1451,True,certainly true simple form odor musk nowadays highly consider,,,,
2857,True,flower good bee comfortable smell rose keep dry strong ye're gather,,,,
482,False,preach envied strife,,,,
2534,True,strongly scented ground make tracking difficult animal human scent overpower clover field highly scented crop manure field decide drawback,,,,
1842,False,group consist following establishment south edith marsh,,,,
2451,False,recover rosewater distilled water get mother danger musty,,,,
2345,True,ferment oil vulgar,,,,
438,False,,,,,
1566,False,sufficiently powerful consequence follow powerful irritant vapour iodine chlorine tlis bronchitis copious muco purulent discharge excited,,,,
1412,False,believe cause complaint confine hill terrace extend north far endurance occupant house near stinkomalce write,,,,
1809,False,purification effect dry lime oxide iron purifie construct good principle,,,,
166,False,unaffected perfectly natural little bow man,,,,
59,False,kindle heap twinkling produce forum hot brandy water bottle keeps company season hold pure,,,,
611,False,respectfully,,,,
530,True,family,,,,
1556,True,pus fibroid cryogenic cavity fetid bronchitis undergo similar change,,,,
49,False,say room walk hour stare tuscan old priest young priest avvocáto red nose live town go home sit bed stare return,,,,
1356,False,humor acid correct acrid taste bitterness cooler way help eat acid combine make corrosive stop motion evacuation,,,,
819,False,respectfully,,,,
1381,False,watry acrid have pungent smell mustard scurvy grass dress tolerable urgency little oil pungent salt,,,,
48,False,follow sleepy man flare torch great cold room immensely broad bed look immensely broad deal dining table deal table similar dimension middle bare floor window chair,,,,
719,True,o'clock unpleasant smell vapour linseed oil extend considerable distance arch occupy mess,,,,
1963,False,total number factory group,,,,
2566,False,common acid mix organic liquid taste likely perceptible dose large,,,,
2185,True,accidentally doubt extension work considerable distance,,,,
2869,True,duly flower wall wall iuly flower wallflower bee flower winter iuly flower grow wall winter good bee grow stone wall dead summer rescue winter,,,,
632,False,receptacle water miserable kind imaginable pail washing tub earthenware pan butter firkin supply place butts cistern,,,,
1449,True,musk cherish perfume islamic world special favorite prophet greatly delight perfume love world report say old age woman perfume perfume generally woman land refinement life carry far receive musk popular european perfume,,,,
1578,True,patient man profuse stronglysmelle sweat rheumatic rheumatic corpuscle urine,,,,
2033,False,process adopt consist fractional distillation tar distillate subsequently deal manufacture premise anthracite carbolic acid benzene,,,,
25,False,beautiful orchard early daffodil snowdrop appear,,,,
1127,True,light sound odour unknown foetus womb sensation motion mention sleep away time insensible busy world,,,,
1173,False,live happy country littleness expose ridiculous troublesome accident venture relate,,,,
276,False,kind plague raiseth distemper blood putrefaction humor influence stare calleth merely immediate stroke god punish angel plague good,,,,
2824,False,throat tickle feather induce vomiting,,,,
1064,True,myrrh,,,,
2043,False,intend shortly manufacture manure,,,,
361,False,section,,,,
1093,False,fear,,,,
1710,False,oil express seed proton tylium,,,,
1642,False,oil express ripe fruit plea european,,,,
2230,False,process adopt consist fractional distillation tar distillate subsequently deal manufacture premise anthracite carbolic acid benzene,,,,
1684,False,sink water,,,,
1786,False,taste fruit forbid old eve hide bread laborer sweat doyle window male kyle land poison bite jesuit receipt italian wallet promise drug milk barbell proud whore drug wine destroy brain dangerous fig banquet feasting bless sovereign tasting,,,,
2515,True,case orange difference essential oil flower leave rind fruit afford different kind perfume,,,,
297,False,wee bold swear cherry plum gooseberry ripe have swore taste,,,,
2136,False,newsman company candle work map work go premise time visit,,,,
240,False,romance beautiful town village beautiful road disappear enter miserable,,,,
1392,False,deposed strong term comfort family lessen vicinity pond,,,,
582,False,numerous house mention agenda paper cesspool connect drainage imperfect,,,,
874,False,farm dunghill give place honour farm courtyard close door window mansion wealthy cesspool remain outside inside house water carriage system pail system call system unknown,,,,
944,True,generally bring home short knotty piece inch half long size turmeric pale red colour bitter taste aromatic smell,,,,
1268,False,leave motherwort pellitory wall handful,,,,
